タレント名,知名度％,知名度,人気度％,人気度,ドラマ関心度（シリアス）％,ドラマ関心度（シリアス）,ドラマ関心度（コメディ）％,ドラマ関心度（コメディ）,バラエティ関心度％,バラエティ関心度,映画関心度（シリアス）％,映画関心度（シリアス）,映画関心度（コメディ）％,映画関心度（コメディ）,雑誌関心度％,雑誌関心度,CM総合,有効回答者数,有効回答者数（20代）,有効回答者数（30代）,有効回答者数（40代）,有効回答者数（50代）
玉置浩二(たまきこうじ)(歌手)(安全地帯),38,1.37,28.947369,2.236842105,15.789473,1.605263158,18.421053,1.657894737,15.789473,1.578947368,2.631579,1.105263158,5.263158,1.157894737,5.263158,1.184210526,5,100,25,23,26,26
杉本彩(すぎもとあや)(俳優),40.425533,1.276595745,36.842106,2.263157895,18.421053,1.605263158,18.421053,1.552631579,28.947369,1.789473684,10.526316,1.157894737,7.8947363,1.131578947,13.157895,1.342105263,13.68421,94,25,19,25,25
広瀬香美(ひろせこうみ)(歌手),38.709675,1.376344086,33.333336,2.194444444,8.333334,1.388888889,5.555556,1.333333333,25,1.777777778,0,1.194444444,2.777778,1.222222222,2.777778,1.25,4.166667,93,20,24,27,22
錦鯉(にしきごい)(芸人コンビ),33.333336,1.1875,34.375,2.40625,9.375,1.40625,18.75,1.5625,28.125,1.96875,6.25,1.28125,6.25,1.375,6.25,1.125,9.0625,96,20,24,24,28
本田望結(ほんだみゆ)(俳優),27.380953,1.107142857,26.086956,2.304347826,13.043478,1.782608696,8.695652,1.608695652,21.73913,1.739130435,8.695652,1.47826087,8.695652,1.47826087,13.043478,1.695652174,14.782606,84,16,19,25,24
田村淳(たむらあつし)(芸人)(ロンドンブーツ1号2号),62.637363,1.802197802,21.052631,1.912280702,5.263158,1.228070175,7.017544,1.192982456,22.807016,1.701754386,5.263158,0.98245614,5.263158,1,1.754386,0.964912281,6.4912276,91,19,22,27,23
酒井美紀(さかいみき)(俳優),18.88889,0.866666667,52.941177,2.705882353,35.294117,2.058823529,23.529411,1.823529412,35.294117,1.941176471,17.647058,1.647058824,17.647058,1.588235294,17.647058,1.647058824,21.176474,90,17,23,26,24
DEAN FUJIOKA(でぃーんふじおか)(俳優/歌手)(ディーンフジオカ),34.69388,1.295918367,38.235294,2.382352941,29.411766,1.676470588,20.588236,1.529411765,17.647058,1.441176471,14.705883,1.205882353,8.823529,1.088235294,11.764706,1.235294118,10.294118,98,19,26,22,31
中尾彬(なかおあきら)(俳優),54.63917,1.597938144,18.867926,2.132075472,11.320755,1.358490566,7.5471697,1.264150943,13.207547,1.471698113,1.8867924,1.094339623,1.8867924,1.075471698,1.8867924,1.037735849,5.660377,97,21,24,28,24
風吹ジュン(ふぶきじゅん)(俳優),20.618557,0.917525773,45,2.6,30.000002,2.1,30.000002,2.1,30.000002,1.85,15.000001,1.55,15.000001,1.55,10,1.5,13.5,97,21,24,24,27
村上知子(むらかみともこ)(芸人)(森三中),30.000002,1.12,43.333332,2.533333333,6.666667,1.433333333,16.666668,1.633333333,20,1.766666667,3.3333335,1.166666667,10,1.266666667,13.333334,1.366666667,13.333334,100,21,23,24,31
TWICE(とぅわいす)(アーティスト),14.705883,0.823529412,60.000004,2.8,33.333336,1.733333333,26.666668,1.6,46.666668,2.2,20,1.4,13.333334,1.333333333,33.333336,2,26,102,23,25,25,27
森山未來(もりやまみらい)(俳優),18.390804,0.908045977,37.5,2.4375,37.5,2.1875,37.5,2.125,31.25,2,18.75,1.8125,18.75,1.8125,12.5,1.5625,13.75,87,16,22,24,25
くっきー！(芸人)(野性爆弾),44.186047,1.337209302,42.105263,2.394736842,15.789473,1.289473684,18.421053,1.552631579,36.842106,1.842105263,13.157895,0.973684211,13.157895,1.157894737,5.263158,0.868421053,12.105264,86,21,16,21,28
知念侑李(ちねんゆうり)(アーティスト)(Hey! Say! JUMP),21.428572,0.869047619,61.11111,2.777777778,33.333336,1.944444444,27.777779,1.888888889,38.88889,2.111111111,11.111112,1.388888889,16.666668,1.444444444,11.111112,1.444444444,17.222225,84,17,23,21,22
アキラ100%(あきらひゃくぱーせんと)(芸人),34.146343,1.146341463,28.57143,2.25,14.285715,1.714285714,21.428572,1.75,32.142857,2,7.1428576,1.464285714,7.1428576,1.464285714,3.5714288,1.25,5.0000005,82,17,22,22,21
尾形貴弘(おがたたかひろ)(芸人)(パンサー),32.58427,1.134831461,44.827587,2.482758621,13.793103,1.344827586,17.241379,1.379310345,44.827587,2.137931034,13.793103,1.137931034,13.793103,1.344827586,10.344828,1.137931034,14.482759,89,17,24,24,23
真矢ミキ(まやみき)(俳優),21,1.09,42.857143,2.571428571,28.57143,1.80952381,28.57143,1.857142857,28.57143,1.666666667,4.7619047,1.047619048,4.7619047,1.095238095,19.047619,1.333333333,14.761905,100,25,23,26,26
片平なぎさ(かたひらなぎさ)(俳優),24.509804,1.078431373,28,2.36,28,2.12,28,1.92,20,1.76,16,1.44,12,1.36,12,1.32,10.4,102,22,24,28,28
清原果耶(きよはらかや)(俳優),17.241379,0.597701149,73.333336,3.133333333,60.000004,2.533333333,46.666668,2.4,46.666668,2.333333333,46.666668,2.2,26.666668,1.866666667,40,2,36.666668,87,19,19,24,25
横山裕(よこやまゆう)(歌手/俳優)(SUPER EIGHT/元関ジャニ∞),32.038834,1.116504854,45.454548,2.454545455,30.303032,1.757575758,27.272728,1.727272727,33.333336,1.878787879,9.090909,1.212121212,9.090909,1.181818182,12.121212,1.212121212,14.848485,103,25,24,26,28
松丸亮吾(まつまるりょうご)(クイズクリエイター),35.869564,1.119565217,39.39394,2.515151515,21.212122,1.757575758,21.212122,1.636363636,36.363636,1.878787879,6.060606,1.121212121,6.060606,1.090909091,12.121212,1.181818182,13.636365,92,20,19,23,29
成田凌(なりたりょう)(俳優/モデル),25.925926,0.944444444,53.571426,2.535714286,42.857143,2.178571429,42.857143,2.178571429,17.857143,1.75,10.714286,1.607142857,10.714286,1.571428571,7.1428576,1.357142857,8.214285,108,28,25,28,26
AI(あい)(歌手),29.347824,1.163043478,59.25926,2.62962963,7.4074073,1.259259259,7.4074073,1.296296296,37.037037,1.888888889,11.111112,1.074074074,7.4074073,1.037037037,3.7037036,1.148148148,12.592592,92,17,25,26,24
古坂大魔王(こさかだいまおう)(芸人),31.111113,1.133333333,39.285713,2.535714286,3.5714288,1.392857143,3.5714288,1.428571429,28.57143,2.035714286,3.5714288,1.25,0,1.214285714,3.5714288,1.035714286,7.1428576,90,21,21,23,25
萬田久子(まんだひさこ)(俳優),30.379745,1.151898734,20.833332,2.125,29.166666,2,25,1.833333333,16.666668,1.666666667,8.333334,1.375,4.166667,1.375,12.5,1.75,9.166666,79,13,20,25,21
錦織圭(にしこりけい)(テニス選手),45,1.55,27.777779,2.222222222,8.333334,1.25,5.555556,1.055555556,11.111112,1.416666667,8.333334,1,8.333334,1.055555556,8.333334,1.166666667,10.000002,80,18,17,21,24
Taka(たか)(歌手)(ONE OK ROCK),20.212767,0.808510638,47.368423,2.631578947,15.789473,1.842105263,15.789473,1.894736842,36.842106,2.263157895,15.789473,1.684210526,15.789473,1.684210526,26.31579,1.894736842,14.736842,94,20,23,22,28
本田真凜(ほんだまりん)(フィギュアスケート選手),19.607843,0.980392157,45,2.45,10,1.75,10,1.75,25,2.05,10,1.4,5,1.35,15.000001,1.65,13.5,102,22,24,28,28
千秋(ちあき)(タレント),54.71698,1.622641509,25.862068,2.086206897,5.172414,1.172413793,6.8965516,1.172413793,24.13793,1.637931034,1.7241379,0.931034483,5.172414,0.948275862,10.344828,1.086206897,7.586207,106,26,23,26,30
工藤静香(くどうしずか)(歌手),57.843136,1.794117647,13.559322,1.847457627,6.779661,1.305084746,10.169491,1.355932203,15.254237,1.457627119,3.3898306,1.084745763,3.3898306,1.06779661,3.3898306,1.06779661,4.4067802,102,22,24,28,28
宇梶剛士(うかじたかし)(俳優),32.608696,1.141304348,33.333336,2.4,26.666668,1.933333333,23.333334,1.833333333,26.666668,1.866666667,6.666667,1.133333333,6.666667,1.166666667,6.666667,1.066666667,4.666667,92,17,25,26,24
志田未来(しだみらい)(俳優),36.458336,1.239583333,40,2.428571429,22.857143,1.685714286,14.285715,1.428571429,17.142859,1.514285714,14.285715,1.285714286,5.714286,1.171428571,8.571429,1.114285714,13.714284,96,19,24,22,31
丸山桂里奈(まるやまかりな)(タレント)(元サッカー日本女子代表),49,1.44,34.69388,2.224489796,4.0816326,1.040816327,8.163265,1.183673469,34.69388,1.979591837,2.0408163,0.836734694,4.0816326,0.979591837,2.0408163,1.06122449,9.387755,100,25,22,23,30
早見優(はやみゆう)(歌手/タレント),46.875,1.4375,24.444445,2.244444444,11.111112,1.377777778,11.111112,1.377777778,11.111112,1.444444444,4.4444447,1.088888889,4.4444447,1.066666667,8.888889,1.111111111,8.444445,96,19,24,22,31
トリンドル玲奈(とりんどるれいな)(俳優/モデル),25.252523,1.151515152,24,2.2,12,1.64,12,1.64,8,1.68,8,1.4,8,1.44,16,1.64,13.6,99,25,24,22,28
生見愛瑠(ぬくみめる)(モデル/俳優)(めるる),22.580645,0.774193548,57.14286,2.714285714,23.809525,1.904761905,23.809525,1.952380952,42.857143,2.476190476,9.523809,1.476190476,9.523809,1.571428571,9.523809,1.761904762,19.047619,93,18,25,26,24
剛力彩芽(ごうりきあやめ)(俳優),47.115387,1.557692308,22.448978,2.040816327,16.32653,1.387755102,16.32653,1.367346939,10.204082,1.265306122,12.244898,1.163265306,10.204082,1.102040816,12.244898,1.306122449,11.428572,104,23,25,27,29
堀田真由(ほったまゆ)(俳優),14.444445,0.666666667,61.538464,3,46.153847,2.307692308,46.153847,2.384615385,46.153847,2.384615385,7.692308,1.615384615,15.384616,1.692307692,7.692308,1.692307692,12.307692,90,17,23,26,24
キャイ～ン(きゃいーん)(芸人コンビ),54.545456,1.636363636,14.814815,1.962962963,9.259259,1.37037037,14.814815,1.37037037,16.666668,1.62962963,5.555556,1,11.111112,1.148148148,3.7037036,0.944444444,6.1111116,99,21,24,26,28
東野幸治(ひがしのこうじ)(芸人),50.92593,1.611111111,27.272728,2.090909091,5.4545455,1.254545455,7.272727,1.272727273,23.636364,1.654545455,1.8181818,1.018181818,3.6363635,0.981818182,0,0.854545455,4,108,28,25,26,29
樽美酒研二(だるびっしゅけんじ)(アーティスト)(ゴールデンボンバー),26.262627,1.101010101,34.615387,2.346153846,15.384616,1.615384615,15.384616,1.730769231,23.076923,1.923076923,7.692308,1.346153846,11.538462,1.269230769,7.692308,1.307692308,11.538462,99,21,26,24,27
峯岸みなみ(みねぎしみなみ)(タレント)(元AKB48),50,1.510638298,29.787233,1.957446809,8.510638,1.255319149,10.638298,1.29787234,25.531916,1.574468085,6.382979,1.170212766,8.510638,1.255319149,10.638298,1.361702128,9.574469,94,20,23,25,26
野呂佳代(のろかよ)(タレント)(元SDN48),29.473682,1.021052632,46.42857,2.571428571,10.714286,1.535714286,21.428572,1.75,57.14286,2.285714286,3.5714288,1.25,7.1428576,1.178571429,0,0.964285714,5.7142863,95,21,22,23,29
鈴鹿央士(すずかおうじ)(俳優),22.680412,0.731958763,68.181816,2.954545455,45.454548,2.409090909,45.454548,2.363636364,31.818182,2.090909091,18.181818,1.636363636,18.181818,1.681818182,4.5454545,1.272727273,10.909091,97,19,24,26,28
吹石一恵(ふきいしかづえ)(俳優),23.170732,1.012195122,42.105263,2.526315789,26.31579,1.842105263,21.052631,1.684210526,15.789473,1.578947368,10.526316,1.368421053,10.526316,1.315789474,10.526316,1.578947368,6.3157887,82,17,22,22,21
江口のりこ(えぐちのりこ)(俳優),25.742575,0.861386139,53.846157,2.730769231,46.153847,2.269230769,42.307693,2.230769231,30.769232,1.961538462,7.692308,1.346153846,7.692308,1.384615385,3.846154,1.230769231,10.384615,101,23,24,25,29
U字工事(ゆーじこうじ)(芸人コンビ),36.363636,1.238636364,46.875,2.4375,12.5,1.28125,12.5,1.25,34.375,2,3.125,1,3.125,1.125,3.125,0.96875,11.25,88,16,21,27,24
北島康介(きたじまこうすけ)(元競泳選手),34.736843,1.389473684,27.272728,2.272727273,3.030303,1.272727273,3.030303,1.212121212,6.060606,1.424242424,6.060606,1.212121212,3.030303,1.060606061,9.090909,1.242424242,10.606062,95,22,24,25,24
遠藤章造(えんどうしょうぞう)(芸人)(ココリコ),47.42268,1.463917526,21.73913,2.195652174,8.695652,1.195652174,13.043478,1.304347826,34.782608,1.804347826,4.347826,0.956521739,2.173913,0.891304348,4.347826,0.97826087,6.7391295,97,24,24,26,23
大橋和也(おおはしかずや)(俳優)(なにわ男子),13.095239,0.511904762,81.818184,3.181818182,72.72727,2.909090909,72.72727,2.818181818,63.636364,2.818181818,36.363636,2.090909091,27.272728,1.909090909,36.363636,2.090909091,20.909092,84,15,22,23,24
柴田英嗣(しばたひでつぐ)(芸人)(アンタッチャブル),25,0.988095238,42.857143,2.523809524,19.047619,1.619047619,19.047619,1.619047619,38.095238,2.19047619,4.7619047,1.380952381,4.7619047,1.380952381,9.523809,1.19047619,10.000001,84,13,22,26,23
斎藤司(さいとうつかさ)(芸人)(トレンディエンジェル),39.325844,1.235955056,40,2.314285714,11.428572,1.485714286,5.714286,1.457142857,25.714287,1.8,8.571429,1.142857143,8.571429,1.142857143,5.714286,1.142857143,8.571428,89,18,21,24,26
リリー・フランキー(俳優・作家),30.232557,1.197674419,23.076923,2.115384615,15.384616,1.730769231,7.692308,1.615384615,11.538462,1.730769231,3.846154,1.384615385,0,1.269230769,7.692308,1.538461538,3.0769231,86,18,20,25,23
大倉忠義(おおくらただよし)(俳優/アーティスト)(SUPER EIGHT/元関ジャニ∞),26.82927,1,36.363636,2.454545455,36.363636,1.772727273,31.818182,1.772727273,45.454548,2.227272727,9.090909,1.181818182,13.636364,1.272727273,4.5454545,1.227272727,13.181819,82,16,17,27,22
長谷川潤(はせがわじゅん)(モデル),17.021276,0.755319149,50,2.5625,31.25,1.875,31.25,1.8125,62.5,2.4375,25,1.375,25,1.25,56.25,2.5625,43.75,94,25,19,25,25
香里奈(かりな)(俳優),24.705883,0.976470588,38.095238,2.523809524,19.047619,1.761904762,23.809525,1.80952381,28.57143,1.857142857,9.523809,1.19047619,9.523809,1.19047619,14.285715,1.571428571,6.666667,85,17,20,26,22
石川佳純(いしかわかすみ)(卓球選手),26.086956,1.076086957,54.166668,2.75,12.5,1.125,12.5,1.208333333,29.166666,1.708333333,12.5,1.125,12.5,1.125,20.833332,1.333333333,17.083334,92,19,23,22,28
柄本時生(えもとときお)(俳優),16.346153,0.798076923,58.823532,2.647058824,52.941177,2.411764706,47.058823,2.235294118,41.17647,2.117647059,23.529411,1.764705882,23.529411,1.705882353,17.647058,1.294117647,14.705884,104,25,24,27,28
ToshI(とし)(アーティスト)(X JAPAN),35,1.33,25.714287,2.285714286,11.428572,1.342857143,14.285715,1.371428571,25.714287,1.771428571,5.714286,1,5.714286,1,5.714286,1.057142857,11.1428585,100,21,23,24,31
渋谷凪咲(しぶやなぎさ)(アイドル)(NMB48),14.942529,0.609195402,69.230774,2.923076923,30.769232,2.153846154,46.153847,2.307692308,53.846157,2.538461538,23.076923,1.923076923,23.076923,1.923076923,30.769232,2.153846154,30,87,19,19,24,25
高橋真麻(たかはしまあさ)(元フジテレビアナウンサー),48.51485,1.415841584,34.69388,2.265306122,4.0816326,1.204081633,4.0816326,1.265306122,26.530611,1.653061224,0,0.979591837,4.0816326,1.020408163,4.0816326,1.020408163,6.122449,101,20,30,25,26
デーブ・スペクター(でーぶすぺくたー)(テレビプロデューサー/タレント),59.139782,1.64516129,16.363636,2,7.272727,1.2,7.272727,1.2,12.727272,1.436363636,3.6363635,1.036363636,5.4545455,1.072727273,5.4545455,1.090909091,4.727273,93,20,25,24,24
菊川怜(きくかわれい)(俳優),31.25,1.135416667,36.666668,2.433333333,20,1.5,16.666668,1.466666667,20,1.533333333,6.666667,1.233333333,6.666667,1.3,16.666668,1.4,13.333334,96,24,24,23,25
窪塚洋介(くぼづかようすけ)(俳優),32.92683,1.243902439,25.925926,2.185185185,22.222223,1.851851852,18.518518,1.555555556,18.518518,1.555555556,7.4074073,1.296296296,3.7037036,1.111111111,7.4074073,1.296296296,3.3333333,82,16,17,27,22
濱田マリ(はまだまり)(俳優),20.212767,0.893617021,47.368423,2.526315789,42.105263,2.315789474,36.842106,2.210526316,36.842106,2.210526316,10.526316,1.105263158,10.526316,1.157894737,5.263158,1.315789474,7.8947372,94,20,23,22,28
内野聖陽(うちのせいよう)(俳優),24.468084,0.968085106,60.869564,2.739130435,47.826088,2.260869565,26.086956,2.043478261,26.086956,1.52173913,17.391304,1.217391304,8.695652,1.043478261,13.043478,1.086956522,8.260869,94,22,23,23,26
磯村勇斗(いそむらはやと)(俳優),15.74074,0.592592593,70.588234,3.058823529,64.70589,2.823529412,70.588234,2.823529412,47.058823,2.294117647,17.647058,1.764705882,11.764706,1.588235294,11.764706,1.823529412,14.117648,108,24,20,37,26
KAT-TUN(かとぅーん)(アーティスト),31.914892,1.414893617,23.333334,2.1,3.3333335,1.233333333,3.3333335,1.266666667,16.666668,1.5,3.3333335,1.166666667,3.3333335,1.233333333,3.3333335,1.3,5,94,18,26,26,24
兼近大樹(かねちかだいき)(芸人)(EXIT),46.80851,1.372340426,31.818182,2.136363636,13.636364,1.295454545,11.363637,1.431818182,31.818182,1.840909091,6.818182,0.977272727,6.818182,0.977272727,11.363637,1.136363636,12.954546,94,25,19,25,25
土屋太鳳(つちやたお)(俳優),42.857143,1.408163265,28.57143,2.142857143,21.428572,1.547619048,19.047619,1.5,16.666668,1.5,7.1428576,1.071428571,2.3809524,1.023809524,7.1428576,1.095238095,5.47619,98,20,23,25,30
長嶋一茂(ながしまかずしげ)(元野球選手),64,1.77,17.1875,1.921875,7.8125,1.203125,9.375,1.171875,20.3125,1.53125,6.25,0.921875,4.6875,0.859375,7.8125,0.96875,8.125,100,21,22,28,29
さとう珠緒(さとうたまお)(タレント),37.894737,1.357894737,16.666668,2.138888889,11.111112,1.388888889,8.333334,1.333333333,13.888889,1.638888889,2.777778,1.194444444,5.555556,1.138888889,5.555556,1.194444444,6.666667,95,21,22,23,29
馬場裕之(ばばひろゆき)(芸人)(ロバート),37.07865,1.179775281,33.333336,2.363636364,9.090909,1.272727273,15.151516,1.393939394,36.363636,1.96969697,9.090909,1.121212121,9.090909,1.121212121,15.151516,1.151515152,12.424243,89,19,21,26,23
のん(俳優),18.867926,0.764150943,45,2.55,35,2.05,40,2.1,30.000002,2.1,20,1.75,25,1.75,35,2.05,24,106,26,23,26,30
八村塁(はちむらるい)(バスケットボール選手),35.714287,1.261904762,30.000002,2.366666667,13.333334,1.433333333,13.333334,1.2,26.666668,1.7,10,1.066666667,6.666667,0.966666667,10,1.166666667,14.333334,84,17,23,21,22
ハリウッドザコシショウ(芸人),40,1.252631579,34.210526,2.210526316,13.157895,1.447368421,15.789473,1.526315789,31.578945,1.921052632,10.526316,1.236842105,7.8947363,1.157894737,7.8947363,1,8.684211,95,21,22,23,29
柏木由紀(かしわぎゆき)(タレント)(元AKB48),27.777779,1.133333333,32,2.32,12,1.36,16,1.48,24,1.64,12,1.4,8,1.32,12,1.48,14,90,17,22,24,27
井上尚弥(いのうえなおや)(プロボクサー),26.041666,0.958333333,56,2.88,24,1.48,12,1.16,48,2.08,4,0.88,4,0.84,20,1.36,16,96,22,22,27,24
浅香唯(あさかゆい)(歌手/タレント),24.210526,1.042105263,26.086956,2.260869565,8.695652,1.695652174,4.347826,1.652173913,17.391304,2.043478261,8.695652,1.47826087,4.347826,1.434782609,0,1.391304348,3.0434783,95,21,22,23,29
小堺一機(こさかいかずき)(芸人),47.126434,1.436781609,29.268291,2.292682927,4.8780484,1.219512195,9.756097,1.268292683,26.82927,1.682926829,7.317073,0.975609756,4.8780484,0.902439024,2.4390242,0.829268293,5.121951,87,21,18,23,25
上白石萌歌(かみしらいしもか)(俳優)(上白石：妹),13,0.88,38.46154,2.538461538,38.46154,2.307692308,38.46154,2.153846154,15.384616,1.769230769,7.692308,1.461538462,0,1.307692308,15.384616,1.538461538,18.461536,100,25,23,26,26
もう中学生(もうちゅうがくせい)(芸人),32.22222,1.233333333,31.034481,2.24137931,13.793103,1.586206897,13.793103,1.517241379,31.034481,1.793103448,6.8965516,1.206896552,6.8965516,1.206896552,10.344828,1.034482759,5.862069,90,19,24,24,22
おぎやはぎ(芸人コンビ),47.5,1.5875,23.684212,2.105263158,10.526316,1.210526316,10.526316,1.236842105,18.421053,1.394736842,10.526316,0.947368421,7.8947363,0.842105263,13.157895,1.105263158,10.526316,80,14,20,24,22
北乃きい(きたのきい)(俳優),25.490198,1.117647059,30.769232,2.384615385,15.384616,1.615384615,19.23077,1.653846154,19.23077,1.538461538,11.538462,1.269230769,15.384616,1.346153846,7.692308,1.307692308,13.076924,102,24,23,25,29
アインシュタイン(芸人コンビ),27.777779,1.111111111,52,2.56,20,1.36,20,1.44,32,2.08,8,1.04,8,0.92,12,0.96,10,90,17,23,26,24
鈴木保奈美(すずきほなみ)(俳優),35.164837,1.285714286,18.75,2.0625,25,1.875,15.625,1.8125,18.75,1.5625,9.375,1.21875,6.25,1.15625,15.625,1.21875,15.625,91,19,22,27,23
吉村崇(よしむらたかし)(芸人)(平成ノブシコブシ),40.816326,1.306122449,42.5,2.4,5,1.125,10,1.3,37.5,2,2.5,0.775,2.5,0.8,5,0.9,7.5,98,20,23,25,30
斉藤慎二(さいとうしんじ)(芸人)(ジャングルポケット),28.57143,1.038961039,31.818182,2.5,22.727274,1.363636364,31.818182,1.727272727,36.363636,2.090909091,13.636364,1.136363636,18.181818,1.318181818,18.181818,1.045454545,17.27273,77,16,19,19,22
百田夏菜子(ももたかなこ)(歌手/モデル)(ももいろクローバーZ),24.731182,0.967741935,52.173912,2.652173913,8.695652,1.608695652,4.347826,1.608695652,34.782608,2.043478261,4.347826,1.043478261,0,1,4.347826,1.304347826,8.260869,93,20,24,27,22
寺田心(てらだこころ)(俳優),34.69388,1.193877551,26.470589,2.147058824,11.764706,1.5,20.588236,1.647058824,23.529411,1.735294118,17.647058,1.382352941,17.647058,1.441176471,8.823529,1.264705882,14.705882,98,21,23,25,28
永山瑛太(ながやまえいた)(俳優),28.712872,0.99009901,41.37931,2.310344828,44.827587,2.24137931,27.586206,1.931034483,31.034481,1.896551724,10.344828,1.482758621,6.8965516,1.413793103,3.4482758,1.275862069,6.5517244,101,24,26,22,29
安田章大(やすだしょうた)(アーティスト)(SUPER EIGHT/元関ジャニ∞),14.942529,0.770114943,46.153847,2.615384615,30.769232,2,38.46154,2.153846154,53.846157,2.461538462,7.692308,1.461538462,23.076923,1.615384615,7.692308,1.538461538,15.384615,87,16,22,24,25
SEKAINOOWARI(せかいのおわり)(アーティスト),26.041666,1.125,40,2.56,12,1.44,8,1.32,8,1.44,8,1.24,4,1.2,4,1.28,8,96,21,23,25,27
つるの剛士(つるのたけし)(歌手),52.12766,1.627659574,18.367348,2.081632653,4.0816326,1.244897959,8.163265,1.224489796,8.163265,1.387755102,4.0816326,0.979591837,2.0408163,0.979591837,2.0408163,0.918367347,6.530612,94,22,27,21,24
木村沙織(きむらさおり)(元バレーボール選手),19.791668,0.947916667,26.31579,2.368421053,5.263158,1.473684211,15.789473,1.684210526,31.578945,2.105263158,10.526316,1.421052632,10.526316,1.578947368,21.052631,1.631578947,12.105264,96,18,24,27,27
佐藤隆太(さとうりゅうた)(俳優),25.490198,1.039215686,34.615387,2.384615385,19.23077,1.846153846,26.923079,1.807692308,26.923079,1.846153846,11.538462,1.307692308,11.538462,1.269230769,3.846154,1.192307692,7.6923075,102,23,25,25,27
乙葉(おとは)(俳優),29.62963,1.055555556,56.25,2.65625,12.5,1.5,9.375,1.4375,15.625,1.625,3.125,0.9375,3.125,1.0625,9.375,1.34375,11.5625,108,24,20,37,26
森口博子(もりぐちひろこ)(歌手/タレント),42.574257,1.297029703,39.534885,2.488372093,0,1.069767442,6.9767447,1.209302326,20.930233,1.674418605,2.3255813,0.837209302,0,0.837209302,2.3255813,1.069767442,6.0465117,101,23,24,27,27
高岡早紀(たかおかさき)(俳優),33.68421,1.168421053,34.375,2.34375,18.75,1.6875,12.5,1.53125,18.75,1.59375,0,1.0625,0,1.03125,6.25,1.3125,7.5,95,19,25,26,24
那須川天心(なすかわてんしん)(格闘家),17.72152,0.835443038,50,2.642857143,28.57143,1.642857143,28.57143,1.642857143,57.14286,2.285714286,14.285715,1.571428571,21.428572,1.5,14.285715,1.428571429,19.285715,79,13,20,25,21
フワちゃん(Youtuber),59.43396,1.660377358,25.396828,1.920634921,12.698414,1.158730159,12.698414,1.206349206,28.57143,1.650793651,9.523809,0.984126984,9.523809,1,6.349207,0.920634921,10.476191,106,26,23,26,30
中丸雄一(なかまるゆういち)(アーティスト)(KAT-TUN),34.11765,1.235294118,27.586206,2.344827586,13.793103,1.448275862,10.344828,1.344827586,20.689655,1.75862069,6.8965516,1,6.8965516,1.068965517,3.4482758,1.034482759,4.827586,85,17,20,26,22
朝日奈央(あさひなお)(タレント)(元アイドリング!!!),27.058825,0.988235294,56.521736,2.608695652,17.391304,1.347826087,30.434782,1.608695652,43.47826,2.086956522,8.695652,1.130434783,8.695652,1.130434783,8.695652,1.173913043,16.086954,85,18,19,25,23
中田敦彦(なかたあつひこ)(芸人)(オリエンタルラジオ),43.137257,1.480392157,25,1.954545455,13.636364,1.340909091,11.363637,1.318181818,18.181818,1.590909091,4.5454545,1.136363636,6.818182,1.159090909,4.5454545,1.159090909,9.545455,102,22,24,28,28
名取裕子(なとりゆうこ)(俳優),17.821783,0.871287129,50,2.611111111,44.444447,2.166666667,33.333336,2,27.777779,1.666666667,22.222223,1.611111111,22.222223,1.5,16.666668,1.333333333,15.555559,101,23,24,25,29
横澤夏子(よこさわなつこ)(芸人),35.632183,1.172413793,29.032257,2.193548387,9.677419,1.451612903,6.4516125,1.419354839,29.032257,1.903225806,3.2258062,1.225806452,0,1.193548387,3.2258062,1.322580645,6.451613,87,15,25,21,26
岡田圭右(おかだけいすけ)(芸人)(ますだおかだ),33.333336,1.182795699,45.16129,2.419354839,12.903225,1.419354839,6.4516125,1.322580645,16.129032,1.612903226,3.2258062,1.096774194,3.2258062,1.096774194,9.677419,1.193548387,4.5161295,93,20,24,27,22
一色紗英(いっしきさえ)(俳優),22.093023,0.895348837,36.842106,2.421052632,26.31579,1.894736842,21.052631,1.842105263,15.789473,1.736842105,5.263158,1.526315789,5.263158,1.578947368,10.526316,1.789473684,13.68421,86,21,16,21,28
土屋アンナ(つちやあんな)(モデル/俳優),31.645569,1.265822785,24,2.16,8,1.44,12,1.48,16,1.56,8,1.12,0,1.04,12,1.4,7.6,79,15,18,25,21
浜口京子(はまぐちきょうこ)(レスリング選手),46.51163,1.418604651,30.000002,2.225,7.5000005,1.25,10,1.275,17.5,1.6,2.5,0.95,5,0.9,5,0.975,10.25,86,21,16,21,28
照英(しょうえい)(俳優),24.242424,1.080808081,29.166666,2.291666667,25,1.708333333,20.833332,1.583333333,33.333336,2.041666667,8.333334,1.166666667,12.5,1.166666667,8.333334,1.208333333,17.916666,99,21,24,26,28
岩城滉一(いわきこういち)(俳優),20.430107,0.989247312,36.842106,2.368421053,15.789473,1.684210526,21.052631,1.684210526,21.052631,1.684210526,15.789473,1.631578947,5.263158,1.368421053,10.526316,1.526315789,8.947369,93,20,25,24,24
EXIT(いぐじっと)(芸人コンビ),43.617023,1.340425532,26.82927,2.073170732,14.634146,1.292682927,12.195122,1.268292683,26.82927,1.829268293,7.317073,1.048780488,7.317073,1.073170732,12.195122,1.219512195,13.414633,94,18,24,28,24
